"","clean_text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"426",NA,0,0,0,0,0,0,0,0
"427","Always welcome",0,0,0,0,0,0,0,0
"428","You are welcome buddy",0,1,0,0,1,0,0,1
"429","Welcome",0,0,0,0,0,0,0,0
"430","Welcome Brother",0,0,0,0,0,0,0,1
"431","Welcome bro",0,0,0,0,0,0,0,0
"432","May shuru to hone de agaya likes lene",0,0,0,0,0,0,0,0
"433","bilalmomin i dont speak your stinky language",0,0,0,0,0,0,0,0
"434","",0,0,0,0,0,0,0,0
"435","In english please",0,0,0,0,0,0,0,0
"436",NA,0,0,0,0,0,0,0,0
"437","Me here",0,0,0,0,0,0,0,0
"438","",0,0,0,0,0,0,0,0
"439","Why the heck",0,0,0,0,0,0,0,0
"440","Aku Bukan Indonesia tapi Malaysia",0,0,0,0,0,0,0,0
"441","no",0,0,0,0,0,0,0,0
"442","April",0,0,0,0,0,0,0,0
"443","Me",0,0,0,0,0,0,0,0
"444","copyright copyright ",0,0,0,0,0,0,0,0
"445","In may",0,0,0,0,0,0,0,0
"446","OwenClaudy hr",0,0,0,0,0,0,0,0
"447"," here from Trinidad and Tobago",0,0,0,0,0,0,0,0
"448","Me",0,0,0,0,0,0,0,0
"449","Here",0,0,0,0,0,0,0,0
"450","Me",0,0,0,0,0,0,0,0
"451","Yeah",0,0,0,0,0,0,0,0
"452","Me",0,0,0,0,0,0,0,0
"453","Brasil aqui",0,0,0,0,0,0,0,0
"454","It is ",0,0,0,0,0,0,0,0
"455","Yes it is ",0,0,0,0,0,0,0,0
"456","Westbengal",0,0,0,0,0,0,0,0
"457","cent cent",0,0,0,0,0,0,0,0
"458","Same",0,0,0,0,0,0,0,0
"459",NA,0,0,0,0,0,0,0,0
"460","Me",0,0,0,0,0,0,0,0
"461","We are in April",0,0,0,0,0,0,0,0
"462",NA,0,0,0,0,0,0,0,0
"463","I literally love this song",0,0,0,0,1,0,0,0
"464","So true",0,0,0,0,0,0,0,0
"465","m hm",0,0,0,0,0,0,0,0
"466","You know what I am listening to this just hours before my th semester college exams it is am here mu ",0,0,0,0,0,0,0,0
"467","Me",0,0,0,0,0,0,0,0
"468",NA,0,0,0,0,0,0,0,0
"469","",0,0,0,0,0,0,0,0
"470","",0,0,0,0,0,0,0,0
"471","Thanks",0,0,0,0,0,0,0,0
"472","Yes sir",0,0,0,0,0,0,0,1
"473","Bro shut up",0,0,0,0,0,0,0,0
"474","I am here",0,0,0,0,0,0,0,0
"475","Esse excuse me o comentario mais recente que achei not applicable verdade nem tinha visto que excuse me um video de anos",0,0,0,0,0,0,0,0
"476","",0,0,0,0,0,0,0,0
"477","",0,0,0,0,0,0,0,0
"478","",0,0,0,0,0,0,0,0
"479","May You com from futur ",0,0,0,0,0,0,0,0
"480","Claiming my future spot",0,0,0,0,0,0,0,0
"481","What do you mean Duffer",0,0,0,0,0,0,0,0
"482","come watch",0,1,0,1,0,0,0,0
"483","I gave your th like Watch it again coz this never gets old",0,1,0,1,0,0,0,0
"484","deeprobhattacharyya sure",0,0,0,0,0,0,0,0
"485","Time to watch for the th time",0,2,0,1,0,0,0,0
"486"," th time please",0,1,0,0,0,0,0,0
"487","userrrxupio I will definitely",0,0,0,0,0,0,0,0
"488","userrrxupioI will definitely",0,0,0,0,0,0,0,0
"489","npc",0,0,0,0,0,0,0,0
"490","bhai ye aadmi naak se gaata hai",0,0,0,0,0,0,0,0
"491","biggest mistake",0,0,0,0,0,1,0,0
"492","Welcome and I wish you to visit South India",0,0,0,0,0,0,0,0
"493","Same",0,0,0,0,0,0,0,0
"494","Yes sir",0,0,0,0,0,0,0,1
"495","",0,0,0,0,0,0,0,0
"496","Me bro",0,0,0,0,0,0,0,0
"497","I love this song love from Texas",0,0,0,0,1,0,0,0
"498","Me",0,0,0,0,0,0,0,0
"499","Me",0,0,0,0,0,0,0,0
"500","Bhai",0,0,0,0,0,0,0,0
"501","Here",0,0,0,0,0,0,0,0
"502","Yah",0,0,0,0,0,0,0,0
"503","Me man",0,0,0,0,0,0,0,0
"504","Get over it yall am not special",0,0,0,0,1,0,0,0
"505","registered trademark registered trademark registered trademark registered trademark registered trademark",0,0,0,0,0,0,0,0
"506","Me",0,0,0,0,0,0,0,0
"507","im indian bingalingalingling",0,0,0,0,0,0,0,0
"508","ayy",0,0,0,0,0,0,0,0
"509","Mai",0,0,0,0,0,0,0,0
"510","I am indian",0,0,0,0,0,0,0,0
"511","Delhi",0,0,0,0,0,0,0,0
"512","I am",0,0,0,0,0,0,0,0
"513","",0,0,0,0,0,0,0,0
"514","I am bangaladeshi",0,0,0,0,0,0,0,0
"515","registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark",0,0,0,0,0,0,0,0
"516","rd baby",0,0,0,0,1,0,0,0
"517","Me",0,0,0,0,0,0,0,0
"518","Me",0,0,0,0,0,0,0,0
"519","For real",0,0,0,0,0,0,0,1
"520","Vera level",0,0,0,0,0,0,0,1
"521","Precisely",0,0,0,0,0,0,0,0
"522","I am here",0,0,0,0,0,0,0,0
"523","Now",0,0,0,0,0,0,0,0
"524","Me",0,0,0,0,0,0,0,0
"525","Me",0,0,0,0,0,0,0,0
"526","",0,0,0,0,0,0,0,0
"527","",0,0,0,0,0,0,0,0
"528","May",0,0,0,0,0,0,0,0
"529","Yep",0,0,0,0,0,0,0,0
"530","Me",0,0,0,0,0,0,0,0
"531","May",0,0,0,0,0,0,0,0
"532"," mu ",0,0,0,0,0,0,0,0
"533","Eu",0,0,0,0,0,0,0,0
"534","Csgd copyright dhfw",0,0,0,0,0,0,0,0
"535","Im here",0,0,0,0,0,0,0,0
"536","Yes",0,0,0,0,0,0,0,0
"537","Yup",0,0,0,0,0,0,0,0
"538","Yes",0,0,0,0,0,0,0,0
"539"," april",0,0,0,0,0,0,0,0
"540","April",0,0,0,0,0,0,0,0
"541","Yes sir",0,0,0,0,0,0,0,1
"542","boomerangseiko as well",0,0,0,0,0,0,0,0
"543","Yas",0,0,0,0,0,0,0,0
"544","Holaa",0,0,0,0,0,0,0,0
"545","May",0,0,0,0,0,0,0,0
"546","I am",0,0,0,0,0,0,0,0
"547","",0,0,0,0,0,0,0,0
"548","Me",0,0,0,0,0,0,0,0
"549","Proud to be indian",0,1,0,0,1,0,0,1
"550","Well it is north is beautiful",0,0,0,0,1,0,0,0
"551","Me",0,0,0,0,0,0,0,0
"552","Tera baap",0,0,0,0,0,0,0,0
"553","Watching from Florida",0,0,0,0,0,0,0,0
"554","Does this song have copyright",0,0,0,0,0,0,0,0
"555","I m from ",0,0,0,0,0,0,0,0
"556","",0,0,0,0,0,0,0,0
"557","You all destroyed Bangladesh copyright my country",1,0,0,1,0,1,0,0
"558","",0,0,0,0,0,0,0,0
"559","",0,0,0,0,0,0,0,0
"560","",0,0,0,0,0,0,0,0
"561","crap missed it by days but i was probebly listening to this on that day",0,0,1,0,0,0,0,0
"562","COMPULSORY",0,0,0,0,0,0,0,0
"563","Hello",0,0,0,0,0,0,0,0
"564","ME",0,0,0,0,0,0,0,0
"565","Moi",0,0,0,0,0,0,0,0
"566","Mi",0,0,0,0,0,0,0,0
"567","Ferindapafan",0,0,0,0,0,0,0,0
"568","Me",0,0,0,0,0,0,0,0
"569","registered trademark registered trademark registered trademark",0,0,0,0,0,0,0,0
"570","Me",0,0,0,0,0,0,0,0
"571","Im India",0,0,0,0,0,0,0,0
"572","bas kar gandu koi award nahi de rha baat baat pe Indian indian karne se mai bhi proud indian hun but ye bakchodi se koi ijjat nahi mil rhi apan logon ko",0,2,0,0,2,0,1,2
"573","Moye moye",0,0,0,0,0,0,0,0
"574","I AM",0,0,0,0,0,0,0,0
"575","Me",0,0,0,0,0,0,0,0
"576","Everyone",0,0,0,0,0,0,0,0
"577","I am",0,0,0,0,0,0,0,0
"578","Me",0,0,0,0,0,0,0,0
"579","Yes",0,0,0,0,0,0,0,0
"580","Me",0,0,0,0,0,0,0,0
"581","Me",0,0,0,0,0,0,0,0
"582","I m",0,0,0,0,0,0,0,0
"583","No im a filipino",0,0,0,0,0,0,0,0
"584","Yes registered trademark",0,0,0,0,0,0,0,0
"585","May still we are in april ",0,0,0,0,0,0,0,0
"586","Here",0,0,0,0,0,0,0,0
"587","aeybeec",0,0,0,0,0,0,0,0
"588","We here next year until we are not here anymore",0,0,0,0,0,0,0,0
"589",NA,0,0,0,0,0,0,0,0
"590","Same",0,0,0,0,0,0,0,0
"591","",0,0,0,0,0,0,0,0
"592","Yuh",0,0,0,0,0,0,0,0
"593","April",0,0,0,0,0,0,0,0
"594","it is not even may yet",0,0,0,0,0,0,0,0
"595","Bhai advanced date ka post keu Aj th April date hain",0,0,0,0,0,0,0,0
"596","It is April",0,0,0,0,0,0,0,0
"597","But I am here",0,0,0,0,0,0,0,0
"598","Oczywiscie",0,0,0,0,0,0,0,0
"599","Bro one month earlier than earth",0,0,0,0,0,0,0,0
"600","Me",0,0,0,0,0,0,0,0
"601","Me",0,0,0,0,0,0,0,0
"602","No",0,0,0,0,0,0,0,0
"603","Here bro",0,0,0,0,0,0,0,0
"604","aeybeecrwoosh",0,0,0,0,0,0,0,0
"605","not me",0,0,0,0,0,0,0,0
"606","Present",0,1,0,0,1,0,1,1
"607","I feel sad for you and same",0,0,0,0,0,0,0,0
"608","GKNilesh sorry dear",0,0,0,0,0,0,0,0
"609","Aisa nahi hai swami ji yaha bharat ka culture dikhane ki koshish ki gayi hai",0,0,0,0,0,0,0,0
"610","Aapko kuch galat dikha isme ",0,0,0,0,0,0,0,0
"611","Jaatboy registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark registered trademark ",0,0,0,0,0,0,0,0
"612","Yes",0,0,0,0,0,0,0,0
"613","I am from ",0,0,0,0,0,0,0,0
"614","Until ",0,0,0,0,0,0,0,0
"615","What we all dead by then",0,0,0,0,0,0,0,0
"616","",0,0,0,0,0,0,0,0
"617","I am here",0,0,0,0,0,0,0,0
"618","",0,0,0,0,0,0,0,0
"619","I am from ",0,0,0,0,0,0,0,0
"620","Yes bruh",0,0,0,0,0,0,0,0
"621","I am from AD",0,0,0,0,0,0,0,0
"622"," ",0,0,0,0,0,0,0,0
"623","No I am from ",0,0,0,0,0,0,0,0
"624","Aane to de ",0,0,0,0,0,0,0,0
"625","I am from ",0,0,0,0,0,0,0,0
"626","",0,0,0,0,0,0,0,0
"627","Sorry I come from registered trademark",0,0,0,0,0,0,0,0
"628","india",0,0,0,0,0,0,0,0
"629","This song is insulting song",1,0,1,1,0,1,0,0
"630","sufiyanratnani",0,0,0,0,0,0,0,0
"631","RONYISLIVE what it is insulting india do not you whant to say anything",1,0,1,1,0,1,0,0
"632","the problem is we indians make cinema for ourselvesthats why we are not able to make world class content",0,0,0,1,1,1,0,1
"633","late happy birthday",0,2,0,0,2,1,1,1
"634","This song is insulting india",1,0,1,1,0,1,0,0
"635","Howsufiyanratnani",0,0,0,0,0,0,0,0
"636","Shashvatpatil they are comparing Indian culture to England culture and showing that india is hindu country but no india is a secular country they are showing that indias culture is just for fun I will make a roast video on it",0,2,0,0,1,0,0,0
"637","sufiyanratnani ofc hindustan is major is hindu country they are just highlighting culture nothing else do not you see temple behind",0,0,0,0,0,0,0,0
"638","I am from future",0,0,0,0,0,0,0,0
"639","But today is Sunday not Saturday",0,0,0,0,0,0,0,0
"640","Yes bro",0,0,0,0,0,0,0,0
"641","Finally find my love",0,1,1,0,2,0,1,1
"642","I am Eu estou in Brasil",0,0,0,0,0,0,0,0
"643",NA,0,0,0,0,0,0,0,0
"644","I am in india",0,0,0,0,0,0,0,0
"645","Yeah bro cent",0,0,0,0,0,0,0,0
"646","Aj aj aj",0,0,0,0,0,0,0,0
"647","analuizacaetanodafonsecapreco neni dvovod dik",0,0,0,0,0,0,0,0
"648","Me",0,0,0,0,0,0,0,0
"649","present",0,1,0,0,1,0,1,1
"650","Yep",0,0,0,0,0,0,0,0
"651","Me",0,0,0,0,0,0,0,0
"652","Yes",0,0,0,0,0,0,0,0
"653","Cry more",0,0,0,0,0,1,0,0
"654",NA,0,0,0,0,0,0,0,0
"655","Me",0,0,0,0,0,0,0,0
"656","Me",0,0,0,0,0,0,0,0
"657","Me",0,0,0,0,0,0,0,0
"658","Me",0,0,0,0,0,0,0,0
"659","Me",0,0,0,0,0,0,0,0
"660","Me",0,0,0,0,0,0,0,0
"661","Me too",0,0,0,0,0,0,0,0
"662","Me",0,0,0,0,0,0,0,0
"663","No one asked bot",0,0,0,0,0,0,0,0
"664","",0,0,0,0,0,0,0,0
"665","Me",0,0,0,0,0,0,0,0
"666","",0,0,0,0,0,0,0,0
"667","mu",0,0,0,0,0,0,0,0
"668","Es correcto somos leyenda despues de tantas cosas y pandemia Bendiciones a todos excelente cancion",0,0,0,0,0,0,0,0
"669","me",0,0,0,0,0,0,0,0
"670","Me",0,0,0,0,0,0,0,0
"671","Yes I am from the future",0,0,0,0,0,0,0,0
"672","Yo",0,0,0,0,0,0,0,0
"673",NA,0,0,0,0,0,0,0,0
"674","Hey",0,0,0,0,0,0,0,0
"675","I am here",0,0,0,0,0,0,0,0
"676","Yea",0,0,0,0,0,0,0,0
"677","everybody",0,0,0,0,0,0,0,0
"678","Yes",0,0,0,0,0,0,0,0
"679","I literally listen to this everyday",0,0,0,0,0,0,0,0
"680","Me",0,0,0,0,0,0,0,0
"681",NA,0,0,0,0,0,0,0,0
"682","Yuh",0,0,0,0,0,0,0,0
"683",NA,0,0,0,0,0,0,0,0
"684","Bot",0,0,0,0,0,0,0,0
"685","Yessir",0,0,0,0,0,0,0,0
"686","",0,0,0,0,0,0,0,0
"687","Hi yo cent",0,0,0,0,0,0,0,0
"688","Here",0,0,0,0,0,0,0,0
"689",NA,0,0,0,0,0,0,0,0
"690","present",0,1,0,0,1,0,1,1
"691",NA,0,0,0,0,0,0,0,0
"692","even I have made a vlog on Vrindavan and The song has settled in my heart",0,0,0,0,0,0,0,0
"693","April ",0,0,0,0,0,0,0,0
"694","April",0,0,0,0,0,0,0,0
"695","April ",0,0,0,0,0,0,0,0
"696","Me registered trademark",0,0,0,0,0,0,0,0
"697","Me registered trademark",0,0,0,0,0,0,0,0
"698","copyright Fadi copyright",0,0,0,0,0,0,0,0
"699","ryball",0,0,0,0,0,0,0,0
"700","April ",0,0,0,0,0,0,0,0
"701","April am Please reply who is watching it on same date and time in ",0,1,0,0,0,0,0,0
"702","Yes",0,0,0,0,0,0,0,0
"703","April ",0,0,0,0,0,0,0,0
"704","Here",0,0,0,0,0,0,0,0
"705","Hey",0,0,0,0,0,0,0,0
"706","Hi",0,0,0,0,0,0,0,0
"707","yeah dude",0,0,0,0,0,0,0,0
"708",NA,0,0,0,0,0,0,0,0
"709","",0,0,0,0,0,0,0,0
"710","I am here my friend",0,0,0,0,1,0,0,1
"711","Yes",0,0,0,0,0,0,0,0
"712","dharmadeepsinh india registered trademark ",0,0,0,0,0,0,0,0
"713","AmiirZack registered trademark",0,0,0,0,0,0,0,0
"714","Ya i am",0,0,0,0,0,0,0,0
"715","AmiirZackBHARAT registered trademark",0,0,0,0,0,0,0,0
"716","Namaste and hello from India brother",0,0,0,0,0,0,0,1
"717","Yeah am Indian registered trademark mu registered trademark registered trademark registered trademark registered trademark registered trademark",0,0,0,0,0,0,0,0
"718","Yo ahora xD",0,0,0,0,0,0,0,0
"719","Eu",0,0,0,0,0,0,0,0
"720","meliodas ce nao ta morto gojo",0,0,0,0,0,0,0,0
"721","Hl bir ora catag",0,0,0,0,0,0,0,0
"722","Bharat Mata ki Jai registered trademark",0,0,0,0,0,0,0,0
"723","Nob",0,0,0,0,0,0,0,0
"724","Love back brother",0,0,0,0,1,0,0,1
"725","Me",0,0,0,0,0,0,0,0
"726","Me",0,0,0,0,0,0,0,0
"727","I am here",0,0,0,0,0,0,0,0
"728","I do",0,0,0,0,0,0,0,0
"729","Me",0,0,0,0,0,0,0,0
"730","As all time ",0,1,0,0,0,0,0,0
"731","Me",0,0,0,0,0,0,0,0
"732","",0,0,0,0,0,0,0,0
"733","I listen it daily",0,1,0,0,0,0,0,0
"734","cent",0,0,0,0,0,0,0,0
"735","",0,0,0,0,0,0,0,0
"736","lm here",0,0,0,0,0,0,0,0
"737","l listen this song every day l advise every one to listend this song",0,0,0,0,0,0,0,1
"738","Me",0,0,0,0,0,0,0,0
"739","Im here",0,0,0,0,0,0,0,0
"740","how did you know",0,0,0,0,0,0,0,0
"741","I am here",0,0,0,0,0,0,0,0
"742","I am here",0,0,0,0,0,0,0,0
"743","April th to be exact",0,0,0,0,0,0,0,0
"744","I dream",0,0,0,0,0,0,0,0
"745","here",0,0,0,0,0,0,0,0
"746","Me",0,0,0,0,0,0,0,0
"747","Yup bro",0,0,0,0,0,0,0,0
"748","how did I just randomly see your comment And no it is the second of April When I commented on this it was minutes ago",0,0,0,0,0,0,1,0
"749","Yes",0,0,0,0,0,0,0,0
"750","what is goodie",0,0,0,0,0,0,0,0
"751","same",0,0,0,0,0,0,0,0
"752","me",0,0,0,0,0,0,0,0
"753","",0,0,0,0,0,0,0,0
"754","Me",0,0,0,0,0,0,0,0
"755","Jassimfoxy wow",0,0,0,0,0,0,0,0
"756","If alive will be listening in as well",0,1,0,0,1,0,0,1
"757","No He is not",0,0,0,0,0,0,0,0
"758","",0,0,0,0,0,0,0,0
"759","Yes April ",0,0,0,0,0,0,0,0
"760","Eu",0,0,0,0,0,0,0,0
"761","Yap",0,0,0,0,0,0,0,0
"762",NA,0,0,0,0,0,0,0,0
"763","Aqui",0,0,0,0,0,0,0,0
"764","copyright",0,0,0,0,0,0,0,0
"765","Us",0,0,0,0,0,0,0,0
"766","Eu",0,0,0,0,0,0,0,0
"767","Yes bro",0,0,0,0,0,0,0,0
"768","I am",0,0,0,0,0,0,0,0
"769","En janvier fevrier mars avril toute lannee",0,0,0,0,0,0,0,0
"770","Jadore cette chanson et le chanteur",0,0,0,0,0,0,0,0
"771","Me",0,0,0,0,0,0,0,0
"772","stop tryna get attention",0,0,0,0,0,0,0,0
"773","Ye",0,0,0,0,0,0,0,0
"774","Yeah",0,0,0,0,0,0,0,0
"775","Sure",0,0,0,0,0,0,0,0
"776","Yes why",0,0,0,0,0,0,0,0
"777"," years cent cent",0,0,0,0,0,0,0,0
"778","Yeah",0,0,0,0,0,0,0,0
"779","Nas Daily you are useless",0,1,0,0,0,0,0,0
"780","Here",0,0,0,0,0,0,0,0
"781",NA,0,0,0,0,0,0,0,0
"782","Me",0,0,0,0,0,0,0,0
"783","I liked you",0,0,0,0,0,0,0,0
"784","Your coment",0,0,0,0,0,0,0,0
"785",NA,0,0,0,0,0,0,0,0
"786","Me",0,0,0,0,0,0,0,0
"787","",0,0,0,0,0,0,0,0
"788","Yah me",0,0,0,0,0,0,0,0
"789","Me",0,0,0,0,0,0,0,0
"790","Me",0,0,0,0,0,0,0,0
"791","I am",0,0,0,0,0,0,0,0
"792","Me",0,0,0,0,0,0,0,0
"793","April th ",0,0,0,0,0,0,0,0
"794","Me",0,0,0,0,0,0,0,0
"795","Me",0,0,0,0,0,0,0,0
"796","",0,0,0,0,0,0,0,0
"797","Me present sirm",0,1,0,0,1,0,1,1
"798","Me present sir",0,1,0,0,1,0,1,2
"799","Me",0,0,0,0,0,0,0,0
"800","Me",0,0,0,0,0,0,0,0
"801","say what now",0,0,0,0,0,0,0,0
"802","Yes",0,0,0,0,0,0,0,0
"803","Here",0,0,0,0,0,0,0,0
"804","Ss bro here in April ",0,0,0,0,0,0,0,0
"805","Yep th",0,0,0,0,0,0,0,0
"806",NA,0,0,0,0,0,0,0,0
"807","Me too brother",0,0,0,0,0,0,0,1
"808","Me",0,0,0,0,0,0,0,0
"809","Here",0,0,0,0,0,0,0,0
"810","Yes",0,0,0,0,0,0,0,0
"811","Me",0,0,0,0,0,0,0,0
"812","Me",0,0,0,0,0,0,0,0
"813","Me",0,0,0,0,0,0,0,0
"814"," april",0,0,0,0,0,0,0,0
"815","Here iam",0,0,0,0,0,0,0,0
"816","Here",0,0,0,0,0,0,0,0
"817","Yes bro",0,0,0,0,0,0,0,0
"818","Germany legalized Marihuana in April that is why I am here",1,0,0,1,1,0,0,1
"819","Yes",0,0,0,0,0,0,0,0
"820","Present",0,1,0,0,1,0,1,1
"821","We Here Brother",0,0,0,0,0,0,0,1
"822","Me",0,0,0,0,0,0,0,0
"823","Ofc",0,0,0,0,0,0,0,0
"824","Yes",0,0,0,0,0,0,0,0
"825","I hate these kinds of comments",1,0,1,1,0,1,0,0
"826","I am",0,0,0,0,0,0,0,0
"827","Oh yes",0,0,0,0,0,0,0,0
"828","Of course",0,0,0,0,0,0,0,0
"829","Yes bro",0,0,0,0,0,0,0,0
"830","Can hear this song forever ",0,0,0,0,0,0,0,0
"831","",0,0,0,0,0,0,0,0
"832",NA,0,0,0,0,0,0,0,0
"833","",0,0,0,0,0,0,0,0
"834","Wassup",0,0,0,0,0,0,0,0
"835","NapoleonMaradona",0,0,0,0,0,0,0,0
"836","True",0,0,0,0,0,0,0,0
"837",NA,0,0,0,0,0,0,0,0
"838","Yep",0,0,0,0,0,0,0,0
"839","Yep",0,0,0,0,0,0,0,0
"840","GorrilaVR",0,0,0,0,0,0,0,0
"841","Present",0,1,0,0,1,0,1,1
"842","",0,0,0,0,0,0,0,0
"843","Me",0,0,0,0,0,0,0,0
"844","Yeap",0,0,0,0,0,0,0,0
"845","Me",0,0,0,0,0,0,0,0
"846","Yup",0,0,0,0,0,0,0,0
"847","How can forget this song",0,0,0,0,0,0,0,0
"848","Yeah Broo I am A Indian But This Song Is Emotion",0,0,0,0,0,0,0,0
"849","Here",0,0,0,0,0,0,0,0
"850","Me",0,0,0,0,0,0,0,0
"851","Present",0,1,0,0,1,0,1,1
"852","Me",0,0,0,0,0,0,0,0
"853","Yeap from India",0,0,0,0,0,0,0,0
"854","Yo",0,0,0,0,0,0,0,0
"855","Yes",0,0,0,0,0,0,0,0
"856","Sure",0,0,0,0,0,0,0,0
"857","Yes",0,0,0,0,0,0,0,0
"858","",0,0,0,0,0,0,0,0
"859","Me",0,0,0,0,0,0,0,0
"860","Coldplay was my brothers fave band I listen to this song in his memory",0,0,0,0,0,0,0,0
"861","",0,0,0,0,0,0,0,0
"862","Yo bro",0,0,0,0,0,0,0,0
"863","Its india",0,0,0,0,0,0,0,0
"864"," now",0,0,0,0,0,0,0,0
"865","now ",0,0,0,0,0,0,0,0
"866"," min",0,0,0,0,0,0,0,0
"867","it is not April yet",0,0,0,0,0,0,0,0
"868","IsaacDTrujillo hehe sorry bro",0,0,0,0,0,0,0,0
"869","Hdhdbdgdbs",0,0,0,0,0,0,0,0
"870","Hdhdgdgddmsj",0,0,0,0,0,0,0,0
"871","Hdhdhdbdgdgd",0,0,0,0,0,0,0,0
"872","Hello Love",0,0,0,0,1,0,0,0
"873","Yes",0,0,0,0,0,0,0,0
"874","am not it crazy",1,0,0,1,0,1,0,0
"875","exactly they use guns or money or alcoholic substance to show up in their music videos ",1,1,0,0,2,1,1,2
"876","Just like other indian industries like Kollywood Tollywood Sandalwood Mollywood ",0,0,0,0,0,0,0,0
"877","Sara bakchod gyan tum yahi pel lo hutiyo kyoki sara cultur to is gane me dikhaya hai",0,0,0,0,0,0,0,0
"878","userfotzsqybro sandalwood",0,0,0,0,0,0,0,0
"879","userfotzsqy but still sout industry atleast try to show our culture still",0,0,0,0,0,0,0,1
"880","Htt mccsavagecomedians",0,0,0,0,0,0,0,0
"881","Why only Bollywood u south agenda king",0,0,0,0,0,0,0,0
"882","savagecomediansno they do not they only make faltu",0,0,0,0,0,0,0,0
"883","Simm",0,0,0,0,0,0,0,0
"884","",0,0,0,0,0,0,0,0
"885","Yes",0,0,0,0,0,0,0,0
"886","Yes",0,0,0,0,0,0,0,0
"887","Yeap match Sunday night",0,0,0,0,0,0,0,0
"888","Yur",0,0,0,0,0,0,0,0
"889","yea",0,0,0,0,0,0,0,0
"890","usertgfxzfk ",0,0,0,0,0,0,0,0
"891","Yaa",0,0,0,0,0,0,0,0
"892","abril",0,0,0,0,0,0,0,0
"893","I am in April ",0,0,0,0,0,0,0,0
"894","Just missed April nd",0,0,0,0,0,0,0,0
"895","Hi from april",0,0,0,0,0,0,0,0
"896","Hello mu",0,0,0,0,0,0,0,0
"897","evertonsousa hey",0,0,0,0,0,0,0,0
"898","Yup",0,0,0,0,0,0,0,0
"899","April ",0,0,0,0,0,0,0,0
"900","April",0,0,0,0,0,0,0,0
"901","yes",0,0,0,0,0,0,0,0
"902","Yes brow",0,0,0,0,0,0,0,0
"903","",0,0,0,0,0,0,0,0
"904","Malaysia",0,0,0,0,0,0,0,0
"905","Uzbekistan",0,0,0,0,0,0,0,0
"906","India",0,0,0,0,0,0,0,0
"907","Me ",0,0,0,0,0,0,0,0
"908","What",0,0,0,0,0,0,0,0
